X	Y	Z
2.631562	38.353658	0.0
3.207521	38.720072	0.0
3.784486	39.084886	0.0
4.365316	39.443521	0.0
4.951174	39.793893	0.0
5.538726	40.141387	0.0
6.125352	40.490436	0.0
6.710522	40.84195	0.0
7.293601	41.196893	0.0
7.876178	41.552669	0.0
8.460871	41.904973	0.0
9.048212	42.252843	0.0
9.637299	42.597739	0.0
10.226545	42.942322	0.0
10.815077	43.288144	0.0
11.402152	43.636467	0.0
11.987878	43.987037	0.0
12.572387	44.339613	0.0
13.156022	44.693645	0.0
13.73881	45.049056	0.0
14.320883	45.40565	0.0
14.903142	45.761969	0.0
15.485056	46.11882	0.0
16.065489	46.478066	0.0
16.643169	46.841743	0.0
17.217567	47.210594	0.0
17.789	47.584	0.0
18.35821	47.960789	0.0
18.925912	48.339875	0.0
19.492925	48.719946	0.0
20.058695	49.101882	0.0
20.623035	49.485918	0.0
21.189122	49.867397	0.0
21.760211	50.241375	0.0
22.340167	50.601563	0.0
22.933622	50.939275	0.0
23.541898	51.249482	0.0
24.16137	51.53644	0.0
24.789841	51.803135	0.0
25.425061	52.053179	0.0
26.065336	52.289931	0.0
26.709979	52.514587	0.0
27.358301	52.728325	0.0
28.009719	52.932403	0.0
28.663678	53.128159	0.0
29.319861	53.316272	0.0
29.978028	53.497386	0.0
30.637889	53.67231	0.0
31.29918	53.84158	0.0
31.961715	54.006012	0.0
32.625255	54.166297	0.0
33.289669	54.322924	0.0
33.95485	54.476253	0.0
34.620693	54.626575	0.0
35.287172	54.774229	0.0
35.954126	54.919618	0.0
36.621505	55.063035	0.0
37.289492	55.203651	0.0
37.958246	55.340536	0.0
38.62798	55.472693	0.0
39.298772	55.59925	0.0
39.970782	55.71923	0.0
40.644089	55.83168	0.0
41.318773	55.935639	0.0
41.994832	56.030123	0.0
42.672374	56.113572	0.0
43.351345	56.18432	0.0
44.031666	56.24087	0.0
44.713151	56.281464	0.0
45.39551	56.303429	0.0
46.078239	56.303805	0.0
46.760598	56.280754	0.0
47.441819	56.235402	0.0
48.121531	56.171891	0.0
48.799575	56.092459	0.0
49.475529	55.996927	0.0
50.148836	55.88389	0.0
50.818093	55.748887	0.0
51.481686	55.58806	0.0
52.137207	55.396729	0.0
52.782114	55.172192	0.0
53.414185	54.913591	0.0
54.031248	54.621051	0.0
54.632934	54.298211	0.0
55.21919	53.948168	0.0
55.791179	53.575362	0.0
56.350278	53.183588	0.0
56.898447	52.77671	0.0
57.438146	52.358664	0.0
57.971122	51.932159	0.0
58.498805	51.499084	0.0
59.022756	51.061542	0.0
59.54406	50.620845	0.0
60.063114	50.177495	0.0
60.580157	49.731806	0.0
61.095267	49.283886	0.0
61.608393	48.833695	0.0
62.119454	48.38118	0.0
62.628556	47.926415	0.0
63.1357	47.469504	0.0
63.641018	47.010552	0.0
64.144536	46.54966	0.0
64.646386	46.086945	0.0
65.146701	45.622538	0.0
65.645402	45.156424	0.0
66.142753	44.688862	0.0
66.804017	44.063483	0.0
67.298086	43.592438	0.0
67.62676	43.277681	0.0
